v,ina,ik,ica,ipas,ena,ek,eca,epas,gpas,gNa,gKcnc,gKcna,gHcn2,gHcn4,gCa1b,gCa1c,gCan1i,S/w
-56.21781761842876,-9.554189602386653e-05,0.0008882386727493613,-0.00046054966850714833,1.580803118492461e-05,50.0,-74.0,132.4579341637009,-65.0,1.8e-06,8.994907783459134e-07,7.507401861278502e-06,4.244348708005318e-05,1.6886927888492303e-05,1.3927030536147194e-05,1.7919447472559623e-10,5.084349567520382e-10,2.4402715489258937e-06,NetPyNE
