v,ina,ik,ica,ipas,ena,ek,eca,epas,gpas
-60.88766868756267,-9.805317325484647e-06,0.0004837885438598679,-0.00019620092045048317,7.402512671839752e-06,50.0,-74.0,139.78002746675108,-65.0,1.8e-06
